Last_Read_Heat_Zone_0,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
130.03999,3.88E-06,0.001031897,0.000942102,0.000354392,0.000615142,0.001878088,4.14E-05,1.81E-05,0.00026994,6.33E-05,0.002432403,8.77E-06,9.45E-05,0.003289806,4.23E-05,0.005414066,0.001716172,0.001060595,3.97E-05,1.91E-05,0.000328212,0.001438515,0.000164226,0.001143759,0.002367701,0.002386454,0.001237312,0.006767237,0,7.37E-05,2.22E-05,0.000391209,0.001656626,2.10E-05,5.24E-05,0.00650745,0.001485419,0.007043723,0,4.36E-05,0.000687319,0,0.00284555,0.008343432,0.00151338,0,0.010958326,0,0.000694979,0.006149223,0.005661673,0,5.79E-05,0.010178785,0.000493368,0.017559791,0,0.00592433,0.009876162,0,0.012181346,0,0.000843616,9.76E-06,0.022278298,0.000661192,0.039361011,0.001969717,0.004764687,0.016673405,0,0.001999476,0.000333736,9.91E-05,0.000256814,0.011233786,0.000614052,0.017079977,0,0.000918965,0.000165741,0.000129982,0.000210778,1.71E-05,0.001188397,0.000272949,0.000761003,0.000729227,0.000105477,0,1.57E-05,0,1.04E-05,0
131.34001,6.76E-06,0.000993127,0.000942142,0.00037702,0.000589714,0.001895642,3.97E-05,5.96E-06,0.000264184,4.15E-05,0.002348353,0,9.84E-05,0.003337732,2.47E-05,0.005416914,0.00166676,0.001022587,4.20E-05,2.72E-05,0.00031997,0.001517776,0.000130843,0.001069604,0.002322656,0.002330835,0.001173788,0.006478807,0,2.54E-05,2.02E-05,0.000370732,0.001575043,7.23E-05,4.77E-05,0.006431324,0.001519454,0.006736752,0,4.42E-05,0.00067529,3.07E-05,0.002760048,0.008324582,0.001416765,0,0.010608583,0,0.000675702,0.00596772,0.005341901,0,6.26E-05,0.010083271,0.000467527,0.016981522,0,0.006520028,0.008948723,0,0.011783032,0,0.000844862,3.03E-05,0.021730382,0.000864327,0.038152449,0.001939275,0.004858127,0.015940379,0,0.002023378,0.000332898,0.000116898,0.000238821,0.010950022,0.000600011,0.016560785,0,0.000881517,0.00016325,0.000123411,0.000195528,1.45E-05,0.001127594,0.000263224,0.000763111,0.000745624,0.000107176,0,2.99E-05,0,1.10E-05,0
132.46001,6.61E-06,0.00098234,0.000930252,0.000376478,0.000574987,0.001869445,3.35E-05,2.56E-05,0.00025816,5.39E-05,0.002249899,3.99E-06,9.27E-05,0.003222191,2.53E-05,0.005383754,0.001632897,0.000997364,3.67E-05,3.22E-05,0.000313715,0.001507474,0.000137821,0.00109453,0.002272089,0.002254696,0.001141054,0.006208226,0,6.88E-05,2.27E-05,0.00040084,0.001552855,6.34E-05,3.82E-05,0.006211744,0.001442145,0.006568402,0,4.79E-05,0.000658471,4.23E-05,0.002699415,0.007903556,0.001344545,0,0.010207702,0,0.000649223,0.005564017,0.005167042,0,5.78E-05,0.009653377,0.000450343,0.016604643,0,0.005286004,0.008841889,0,0.011295407,0,0.00082417,2.56E-05,0.021142894,0.000568102,0.036963359,0.001847066,0.004621159,0.015771508,0,0.001913364,0.000329858,0.00010662,0.000232329,0.010653824,0.000597032,0.015999977,0,0.000827452,0.000159564,0.000133333,0.000196149,3.10E-05,0.001079952,0.000252938,0.000761263,0.00071253,0.000103827,0,3.88E-05,0,1.08E-05,0
134.03,5.20E-06,0.00093995,0.000925079,0.000379623,0.000562358,0.001846483,3.76E-05,1.18E-05,0.000257212,8.66E-05,0.002165768,0,9.45E-05,0.003320636,9.63E-06,0.005383975,0.00159848,0.000961187,3.78E-05,1.83E-05,0.000320846,0.001471061,0.000119886,0.001028623,0.002229374,0.002137461,0.001098578,0.005938092,0,8.01E-05,2.21E-05,0.000382277,0.001476351,7.66E-05,5.14E-05,0.006159546,0.001445685,0.006304701,0,3.94E-05,0.000682578,3.07E-05,0.002664159,0.007867152,0.001261312,0,0.00992588,0,0.000636189,0.00565467,0.004934055,0,6.03E-05,0.009502892,0.000454561,0.015813086,0,0.006123716,0.008150396,0,0.010915169,0,0.000806602,2.87E-05,0.020676004,0.000749711,0.035906583,0.0018239,0.004652799,0.015066312,0,0.001875737,0.000330503,0.0001123,0.000232409,0.010346917,0.000569797,0.015500019,0,0.000822608,0.000158101,0.000126103,0.00019231,1.30E-05,0.001051146,0.000250278,0.000761784,0.000722829,0.000102761,0,3.37E-05,0,1.19E-05,0
135.36,6.31E-06,0.000972063,0.000910464,0.000400738,0.000556013,0.001827943,3.52E-05,6.42E-08,0.000255808,7.83E-05,0.002110694,0,8.83E-05,0.003292596,1.54E-05,0.005285184,0.001582142,0.000926242,3.41E-05,3.46E-05,0.000307024,0.00146927,0.000134112,0.001071324,0.00217311,0.002201478,0.001061424,0.005732254,0,7.10E-05,2.31E-05,0.000398661,0.001471561,7.14E-05,2.95E-05,0.005923349,0.001389945,0.00619195,0,4.41E-05,0.000674914,7.13E-05,0.002603911,0.007709141,0.001213382,0,0.009598245,0,0.000617722,0.005716089,0.004697848,0,6.18E-05,0.009312871,0.000443307,0.015311219,0,0.006238679,0.008097529,0,0.010482959,0,0.000778556,2.52E-07,0.020168783,0.000776731,0.034842972,0.001777437,0.004466121,0.014223992,0,0.001852816,0.000326319,0.000105609,0.000228725,0.010140064,0.000562563,0.014928049,0,0.000799121,0.000152513,0.00013162,0.000188499,2.63E-05,0.001022799,0.00023922,0.000742197,0.000705139,0.000102255,0,3.62E-05,1.99E-06,1.18E-05,0
136.71001,6.29E-06,0.000934197,0.000895517,0.000390435,0.00053506,0.001832633,3.33E-05,5.69E-06,0.000248044,6.89E-05,0.002024729,3.66E-06,9.31E-05,0.0033975,1.16E-05,0.005290492,0.001573921,0.000884729,3.36E-05,3.74E-05,0.000306659,0.001480098,0.000118686,0.001049479,0.002137126,0.002166303,0.001038081,0.005501629,4.67E-07,5.67E-05,2.44E-05,0.000412993,0.001419432,7.27E-05,4.59E-05,0.005862675,0.0013149,0.006036403,0,4.03E-05,0.000675667,5.87E-05,0.002595833,0.007565143,0.00118586,0,0.00931102,0,0.000593931,0.005529164,0.004542118,0,6.00E-05,0.009073121,0.000454454,0.01483533,0,0.005989828,0.007910437,0,0.010120547,0,0.000757891,1.93E-05,0.019610342,0.000805101,0.03371305,0.001714037,0.004238932,0.013934353,0,0.001808507,0.000328462,0.000111039,0.000227692,0.009970481,0.000539049,0.014577996,0,0.000802644,0.000153062,0.000122123,0.000189065,4.88E-05,0.001085339,0.000232802,0.000740106,0.000695499,9.97E-05,0,3.05E-05,3.47E-06,1.15E-05,0
137.95999,3.63E-06,0.000905876,0.000888894,0.000411079,0.000524248,0.00185374,3.01E-05,0,0.000243577,0.000106577,0.001964296,0,8.87E-05,0.003398421,3.52E-06,0.005338117,0.001537053,0.000872525,3.54E-05,1.05E-05,0.000315669,0.001484633,0.000118583,0.000989786,0.002089412,0.002085369,0.000993952,0.005324097,9.68E-08,8.03E-05,2.23E-05,0.000394251,0.001367958,5.83E-05,2.38E-05,0.005730747,0.001340773,0.005851472,0,4.70E-05,0.00065108,4.80E-06,0.002515981,0.007475941,0.001044709,0,0.009006213,0,0.000581102,0.005385007,0.004270755,0,5.49E-05,0.008994192,0.000434451,0.014559161,0,0.005205356,0.007371551,0,0.009794167,0,0.00073075,2.53E-05,0.019113649,0.000585436,0.032635212,0.001698427,0.004260084,0.013789316,0,0.001781485,0.00032457,0.000108768,0.000227914,0.009761172,0.000541328,0.014225259,0,0.000737341,0.000149809,0.000139479,0.000181002,2.94E-05,0.000997597,0.000226375,0.000735528,0.000688076,9.94E-05,0,3.47E-05,1.02E-05,1.13E-05,0
139.31999,8.85E-06,0.000887687,0.000885346,0.000416971,0.000518132,0.00183851,3.33E-05,1.44E-05,0.000244859,4.47E-05,0.001897299,0,9.03E-05,0.003421636,1.23E-05,0.005276213,0.001507498,0.000862467,3.53E-05,2.64E-05,0.000309664,0.001480892,0.000100178,0.000961404,0.002041682,0.00218232,0.000970833,0.00516764,0,7.39E-05,2.06E-05,0.000383785,0.001301941,8.74E-06,6.05E-05,0.00573831,0.001353973,0.0056418,0,4.69E-05,0.000655049,6.94E-05,0.002484352,0.007387814,0.000993064,0,0.008786398,0,0.000571971,0.005330097,0.004086196,0,5.60E-05,0.008832867,0.000449328,0.013717859,0,0.005884728,0.006793354,0,0.009473539,0,0.000709156,6.87E-06,0.018715803,0.000763018,0.031780899,0.001622656,0.004264918,0.013014916,0,0.001939081,0.00032586,0.000119011,0.00020902,0.009480267,0.000527557,0.013717041,0,0.000738608,0.00014877,0.000330241,0.00016702,3.74E-05,0.000940278,0.000232903,0.000728739,0.00067135,9.42E-05,0,4.35E-05,1.07E-05,1.19E-05,0
140.79999,4.97E-06,0.000906875,0.000888353,0.000431982,0.000503231,0.001843047,3.32E-05,0,0.000237229,4.21E-05,0.001822854,0,9.35E-05,0.003442577,7.03E-06,0.005174314,0.001489328,0.000820172,3.12E-05,1.66E-05,0.000315324,0.001490567,0.000112856,0.000974674,0.002023045,0.002163202,0.000941354,0.004936636,7.64E-08,6.94E-05,2.33E-05,0.000397628,0.001294907,1.55E-05,2.64E-05,0.005577289,0.001294378,0.005397949,0,3.43E-05,0.000645521,7.57E-05,0.002463124,0.007267508,0.000965717,0,0.008530452,0,0.000549826,0.005217773,0.003941168,0,5.82E-05,0.008588584,0.000433957,0.01349075,0,0.006031148,0.00668761,0,0.009191269,0,0.000694091,6.92E-06,0.018243812,0.00076422,0.030863836,0.001581156,0.004131381,0.012684399,0,0.001915639,0.000327361,0.000101257,0.000212141,0.009229954,0.000512214,0.013390812,0,0.000734403,0.000144628,0.000326933,0.000171084,2.79E-05,0.000927613,0.000217206,0.000729424,0.000679427,9.48E-05,2.23E-05,4.71E-05,1.13E-05,1.35E-05,0
142.17,3.24E-06,0.000873936,0.000871345,0.000411204,0.000487802,0.001842297,3.06E-05,2.88E-05,0.000233038,4.92E-05,0.001766995,3.29E-06,9.47E-05,0.00342406,5.74E-06,0.00511976,0.001476887,0.000786989,3.29E-05,1.71E-05,0.000313655,0.001489427,0.000111732,0.000944348,0.002002151,0.002072544,0.000900097,0.004698888,0,7.76E-05,2.06E-05,0.000402593,0.00124678,6.86E-05,1.19E-05,0.005462071,0.001283743,0.005166922,0,3.18E-05,0.000659263,4.16E-05,0.002424338,0.006970908,0.000930433,0,0.008269073,0,0.000539508,0.005206097,0.003744189,0,5.46E-05,0.008326681,0.000424023,0.012765747,0,0.006305318,0.006510162,0,0.008871566,0,0.000677116,7.58E-06,0.017834324,0.000663661,0.029860193,0.001544685,0.003952333,0.012241986,0,0.00187465,0.000324496,6.60E-05,0.000209833,0.008908552,0.000509967,0.012854408,0,0.000710609,0.00014869,0.0003034,0.000167413,4.18E-05,0.000906227,0.000205365,0.000732119,0.000658624,9.50E-05,0,3.77E-05,8.50E-07,1.27E-05,0
143.57001,4.46E-06,0.000846488,0.000878252,0.000432393,0.000481048,0.00179546,3.01E-05,0,0.000229315,1.40E-05,0.001712505,6.32E-06,9.12E-05,0.0034614,5.31E-06,0.005045846,0.001454859,0.000785109,3.06E-05,1.01E-05,0.000311353,0.001471235,0.000102714,0.00094726,0.001964262,0.00209072,0.000877227,0.004567311,3.03E-08,6.94E-05,2.13E-05,0.000428882,0.001213195,9.17E-06,2.16E-05,0.005360533,0.00128782,0.005030585,2.14E-05,3.59E-05,0.000656909,4.30E-05,0.002406594,0.006876871,0.000908921,0,0.008059776,0,0.000526696,0.005102405,0.00362916,0,5.29E-05,0.008231817,0.000409961,0.012478222,0,0.006310489,0.006284281,0,0.008631301,0,0.00065578,1.85E-05,0.017419355,0.000660485,0.029082097,0.0015219,0.003852296,0.01190906,0,0.001839775,0.000322945,0.000105138,0.000208384,0.008738239,0.000478552,0.012554009,0,0.000675932,0.000141454,0.000305839,0.000165232,2.88E-05,0.000931587,0.000206154,0.000719696,0.000630431,9.12E-05,0,4.12E-05,3.60E-06,1.39E-05,0
144.91,6.33E-06,0.000838075,0.000884958,0.000433434,0.000474738,0.001767124,2.64E-05,1.22E-05,0.000227469,4.84E-05,0.001666576,7.11E-06,9.30E-05,0.003514114,6.81E-06,0.004943898,0.001438636,0.000761856,2.83E-05,2.70E-05,0.00032033,0.001495144,9.44E-05,0.00090742,0.001950111,0.002093197,0.000870202,0.00440962,0,7.48E-05,1.92E-05,0.000414181,0.001197504,7.33E-05,2.38E-05,0.00521885,0.001244282,0.00486054,3.97E-05,3.51E-05,0.000665728,1.85E-05,0.002378192,0.006744204,0.000908621,0,0.007865449,0,0.000510283,0.004873277,0.00352331,0,5.40E-05,0.007986425,0.000410617,0.012015948,0,0.006176392,0.006272747,0,0.008438619,0,0.000642019,0,0.017061889,0.000590972,0.028363409,0.001428409,0.003762967,0.011471014,0,0.001721321,0.000327659,0.00010171,0.000197894,0.008482373,0.000477134,0.012069596,0,0.000667594,0.00013553,0.000292937,0.000162797,1.49E-05,0.000918648,0.000208748,0.000713286,0.000640124,9.47E-05,0,4.61E-05,1.51E-05,1.41E-05,0
146.25,5.13E-06,0.00082722,0.0008777,0.000428602,0.000457896,0.001753001,3.03E-05,0,0.000217303,8.23E-05,0.001593928,1.39E-05,8.97E-05,0.003483492,1.39E-05,0.004874199,0.001400858,0.000747879,3.16E-05,1.01E-05,0.000314261,0.001456999,9.65E-05,0.000807826,0.001911912,0.002035625,0.00083335,0.004198952,0,7.38E-05,2.03E-05,0.000406483,0.001191089,4.19E-05,3.14E-05,0.005068572,0.001206738,0.004751682,5.93E-05,3.62E-05,0.000641189,6.47E-05,0.0023448,0.006517023,0.000838662,0,0.0076046,0,0.000503307,0.004715724,0.003389776,0,5.72E-05,0.007715306,0.000379451,0.01150511,0,0.005593157,0.00612422,0,0.008186227,0,0.000613814,2.58E-05,0.016583318,0.000683614,0.027424829,0.001424399,0.003641025,0.011069858,0,0.0016892,0.000323198,8.11E-05,0.000199383,0.008298631,0.000469753,0.011758555,0,0.000649809,0.000135125,0.000299214,0.000172939,2.62E-05,0.000895868,0.000202494,0.000707746,0.000612639,9.23E-05,0,4.69E-05,2.62E-05,1.39E-05,0
147.55,4.86E-06,0.000782069,0.000869151,0.000433622,0.000447792,0.001770181,2.95E-05,0,0.000214717,9.13E-05,0.001547668,0,9.29E-05,0.0034961,2.76E-06,0.004816397,0.001376458,0.000703509,2.78E-05,3.08E-05,0.000312182,0.001423707,9.13E-05,0.000853822,0.001857136,0.002018374,0.000798411,0.004056169,0,4.89E-05,2.05E-05,0.00041707,0.001149713,5.29E-05,3.75E-06,0.00488017,0.001190656,0.004560811,8.07E-05,3.85E-05,0.000647483,0,0.002305439,0.00636599,0.000810918,0,0.007384863,0,0.000491639,0.004634359,0.003203123,0,5.45E-05,0.007616516,0.000411682,0.011189385,0,0.005793104,0.005807926,0,0.007923302,0,0.000603315,9.85E-06,0.016180934,0.00060942,0.026625615,0.001362663,0.003644692,0.010786003,0,0.001700188,0.000325414,9.04E-05,0.000192911,0.008073832,0.00046055,0.011346596,0,0.000752813,0.000133664,0.000270842,0.000191942,3.99E-05,0.000869817,0.000200296,0.00069901,0.000627828,9.32E-05,0,4.45E-05,2.98E-05,1.22E-05,0
148.81999,7.21E-06,0.000776429,0.000859663,0.000432701,0.000438394,0.001720054,2.90E-05,0,0.00021063,0,0.001507649,1.52E-05,9.36E-05,0.003515661,3.80E-06,0.004773289,0.001352226,0.000659856,3.12E-05,1.17E-05,0.000312922,0.0014899,9.06E-05,0.000813799,0.001835398,0.001970984,0.000794011,0.003891633,0,7.51E-05,2.20E-05,0.000423899,0.001119252,3.90E-05,1.96E-05,0.004869292,0.001165675,0.004471686,7.86E-05,3.82E-05,0.00064685,3.85E-05,0.002260865,0.006343836,0.00075043,0,0.007200946,0,0.0004719,0.004550494,0.003141159,0,5.17E-05,0.00748871,0.000392824,0.010830753,0,0.005666793,0.005642473,0,0.007728452,0,0.000576248,5.47E-06,0.015783442,0.00072364,0.025840927,0.001310228,0.003516825,0.010456165,0,0.001646506,0.000317243,8.70E-05,0.000194576,0.007930204,0.000440772,0.011064836,0,0.000714502,0.000128815,0.000271149,0.00022914,1.85E-05,0.00086933,0.000192468,0.000699729,0.000610319,8.80E-05,0,5.48E-05,2.08E-05,1.20E-05,0
150.05,5.14E-06,0.000811193,0.000864827,0.000427609,0.00043005,0.001695958,2.51E-05,2.02E-05,0.000206115,3.83E-05,0.001451006,7.76E-06,8.60E-05,0.003502781,3.59E-06,0.004723892,0.00132417,0.000676805,2.53E-05,1.53E-05,0.000309491,0.001463287,9.08E-05,0.000754748,0.001801533,0.001943748,0.000771025,0.003768677,0,8.52E-05,2.19E-05,0.000430075,0.001094728,2.56E-05,4.13E-05,0.004736706,0.001141621,0.004292145,0.000121184,4.27E-05,0.000636242,3.88E-05,0.002256421,0.006087118,0.000779185,0,0.006980641,0,0.000456922,0.004661288,0.002954642,0,5.49E-05,0.007350366,0.000389952,0.010502255,0,0.005612369,0.005488657,0,0.007499186,0,0.000562324,2.06E-05,0.015356394,0.00057296,0.025062086,0.001312142,0.003397897,0.010180356,0,0.001624371,0.000322299,7.96E-05,0.000189697,0.007755324,0.000431473,0.010863111,0,0.000686537,0.000127258,0.00026693,0.000246306,2.82E-05,0.000852976,0.000187622,0.000694616,0.000577934,8.66E-05,8.18E-07,5.77E-05,1.91E-05,1.31E-05,0
151.32999,5.68E-06,0.000790238,0.000870367,0.000451091,0.000420024,0.001693771,2.63E-05,0,0.000204114,3.52E-05,0.001407552,7.22E-06,9.19E-05,0.00365062,7.85E-07,0.004633893,0.001303669,0.000669194,2.39E-05,2.11E-05,0.000315129,0.001426146,0.000104801,0.000792946,0.00177664,0.001979745,0.000753706,0.003668499,0,8.39E-05,1.89E-05,0.000447833,0.001055357,2.89E-05,3.37E-05,0.004680369,0.00113104,0.004187794,0.000134198,3.36E-05,0.000639854,3.35E-05,0.002218463,0.006075625,0.000737789,0,0.006789048,0,0.000449417,0.004375372,0.002899275,0,5.40E-05,0.007231818,0.000366095,0.010246107,0,0.005560293,0.005444174,0,0.007284583,0,0.00054455,9.80E-06,0.014964751,0.00061765,0.024326937,0.001273322,0.003315067,0.010045514,0,0.001567107,0.000321955,9.97E-05,0.000184625,0.007685083,0.000422082,0.010610487,0,0.000715101,0.000131392,0.000273323,0.000252291,3.38E-05,0.000833013,0.00018131,0.000678587,0.000594449,8.51E-05,0,4.98E-05,1.76E-05,1.40E-05,0
152.67,6.07E-06,0.000788448,0.000873906,0.000438726,0.000407041,0.001713209,2.76E-05,0,0.000198508,7.17E-05,0.001371214,0,9.08E-05,0.003631221,3.03E-06,0.004559006,0.001279298,0.000620931,2.37E-05,8.06E-06,0.000312014,0.001412381,8.22E-05,0.000693046,0.001751072,0.001943869,0.000734408,0.003532748,0,4.10E-05,1.83E-05,0.000449152,0.001053091,5.48E-05,2.59E-05,0.004498032,0.001078332,0.004097453,0.000130969,3.96E-05,0.000625788,6.04E-05,0.00216263,0.005950522,0.000688095,0,0.006565433,0,0.000441975,0.004275292,0.002791705,0,5.14E-05,0.007063556,0.000337799,0.01006477,0,0.005234038,0.00515209,0,0.007103331,0,0.000522222,3.22E-05,0.014576538,0.000504069,0.023617478,0.001230023,0.003316033,0.009804252,0,0.00152392,0.00031615,8.91E-05,0.000176562,0.007460619,0.000423871,0.010349859,0,0.000659597,0.000126511,0.000271837,0.00025047,2.58E-05,0.000809347,0.000176965,0.000659253,0.000591974,8.37E-05,0,4.62E-05,1.41E-05,1.36E-05,0
153.91,4.79E-06,0.000748306,0.000848365,0.00041295,0.000393372,0.001624503,2.64E-05,1.33E-05,0.000191514,4.78E-05,0.001319203,0,9.34E-05,0.003570054,0,0.004415367,0.001244966,0.000578575,2.46E-05,1.80E-05,0.000305467,0.001412035,0.000105137,0.000641808,0.001724432,0.001852348,0.000718376,0.00338331,0,6.18E-05,1.66E-05,0.000428244,0.001040486,3.81E-05,1.79E-05,0.004325796,0.001060496,0.003974611,0.000128229,4.32E-05,0.000623775,5.81E-05,0.002127186,0.005607619,0.000712904,0,0.006383508,0,0.000424681,0.004027668,0.002671445,0,4.85E-05,0.006843217,0.000336477,0.009966832,0,0.004731579,0.005093504,0,0.006892866,0,0.000519292,0,0.014164931,0.000423951,0.022894086,0.001206979,0.003115811,0.009928513,0,0.001496778,0.000310891,6.04E-05,0.000178613,0.007241624,0.000410529,0.009990057,0,0.000628266,0.000125951,0.000259436,0.000244651,0,0.000821219,0.000177553,0.000665779,0.00055886,8.24E-05,0,4.72E-05,3.46E-05,1.21E-05,0
154.64,4.95E-06,0.000716136,0.000847347,0.000422264,0.000387438,0.001527164,2.56E-05,1.87E-05,0.000190724,0.00010049,0.001267921,0,9.33E-05,0.003563773,0,0.004323327,0.001213442,0.000591278,2.35E-05,2.51E-05,0.000310251,0.00138763,8.19E-05,0.000607717,0.001663763,0.001787003,0.00067575,0.003221961,0,7.52E-05,1.79E-05,0.000419599,0.000973011,4.66E-05,2.66E-05,0.004252692,0.001062363,0.003803781,0.000122005,3.70E-05,0.000623245,5.43E-05,0.002076874,0.005495461,0.000624768,0,0.006191385,0,0.000407951,0.00390526,0.002544875,0,5.26E-05,0.006642256,0.000325676,0.009579153,0,0.004404597,0.004775683,0,0.006678847,0,0.000491711,2.76E-05,0.013771979,0.000366675,0.022129403,0.001168057,0.003147049,0.009616981,0,0.001480987,0.000309197,6.72E-05,0.000176789,0.006981183,0.000399083,0.009627694,0,0.000621233,0.000120958,0.000254168,0.000233221,1.18E-05,0.000750929,0.000173585,0.000658346,0.000543194,8.16E-05,0,5.22E-05,2.17E-05,1.39E-05,0
156.58,3.89E-06,0.000716386,0.000847815,0.000405344,0.000381187,0.001570492,2.33E-05,7.65E-06,0.000182771,0.000118004,0.001223243,5.58E-06,9.38E-05,0.003571035,0,0.004186813,0.001171353,0.000541813,2.43E-05,8.54E-06,0.000302873,0.001347045,8.94E-05,0.000596358,0.001638573,0.00180837,0.000670768,0.003152449,8.25E-07,7.92E-05,1.89E-05,0.000448846,0.000966691,5.82E-05,1.35E-05,0.004041812,0.001027779,0.003730426,0.000120238,3.35E-05,0.000614383,8.90E-06,0.002054679,0.005270673,0.000631115,0,0.005992185,0,0.000404067,0.003742437,0.002460123,0,5.14E-05,0.006471707,0.000338174,0.009301397,0,0.003904059,0.004849516,0,0.006527409,0,0.00050172,1.49E-05,0.01339409,0.000471754,0.02147959,0.001120206,0.002995008,0.009396157,0,0.001398557,0.000299262,8.15E-05,0.00017138,0.006768647,0.000388973,0.009389459,0,0.000557121,0.000122678,0.000256338,0.000231743,1.84E-05,0.00077161,0.00016467,0.000641038,0.000517393,8.34E-05,0,5.54E-05,2.01E-05,1.07E-05,0
157.93999,3.03E-06,0.000714619,0.000845437,0.000399324,0.000366731,0.001533002,2.47E-05,0,0.000180622,6.76E-05,0.001184104,1.15E-05,8.82E-05,0.003626745,0,0.004124696,0.001162632,0.000491643,2.32E-05,2.39E-05,0.000317888,0.001371234,5.58E-05,0.000622791,0.001600598,0.001839077,0.000644202,0.002988852,0,6.23E-05,1.78E-05,0.000451924,0.000930745,4.62E-05,3.43E-05,0.003982446,0.00101388,0.003642238,0.000119957,4.46E-05,0.000600134,3.80E-05,0.002010102,0.005239653,0.000586759,0,0.005807704,0,0.000392348,0.003730288,0.002351216,0,4.90E-05,0.006354567,0.000322032,0.008970087,0,0.003922388,0.004536672,0,0.006348929,0,0.000467408,0,0.013023759,0.000513561,0.020791128,0.001071524,0.002979381,0.00908453,0,0.001424795,0.000304831,7.09E-05,0.000165421,0.006645476,0.000375074,0.009173272,0,0.000587483,0.000118336,0.000252505,0.000222061,1.34E-05,0.000787313,0.000163408,0.000636402,0.000513929,7.93E-05,0,5.16E-05,3.01E-05,1.44E-05,0
159.32001,5.23E-06,0.000737141,0.000838348,0.000411674,0.000355059,0.001514744,2.70E-05,0,0.000175947,7.08E-05,0.001159315,3.38E-06,9.52E-05,0.003722217,0,0.004020184,0.001123785,0.000531675,2.32E-05,0,0.000307262,0.001374324,6.80E-05,0.000612691,0.001590311,0.001736298,0.00064169,0.002932729,0,8.07E-05,2.25E-05,0.000445917,0.000897622,1.27E-05,2.87E-05,0.003843394,0.001029996,0.00357357,0.000117168,3.70E-05,0.000601921,0,0.001984788,0.005179476,0.000551924,0,0.005681307,0,0.000377837,0.003646896,0.002301815,0,5.23E-05,0.006308793,0.00032483,0.008778511,0,0.003944997,0.004346418,0,0.006210202,0,0.00046103,1.10E-05,0.012725143,0.000447307,0.020242322,0.001074737,0.002961034,0.009035135,0,0.00137544,0.000308006,8.15E-05,0.000167931,0.006517305,0.000368746,0.008965373,0,0.000577488,0.000115958,0.000241212,0.000222594,1.52E-05,0.000703942,0.000163247,0.000625251,0.000515642,7.70E-05,0,5.84E-05,2.57E-05,1.52E-05,0
